Vernacular name	Scientific name	Status in Finland	Red List category in Finland	Regulatory Status	Synonyms
korpisaamikki	Semljicola latus		LC (2019)		Latithorax latus (Holm, 1939)
sironilvikki	Silometopus ambiguus		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
koukkunilvikki	Silometopus elegans		LC (2019)		
saaristonilvikki	Silometopus acutus		LC (2019)		
sirppinilvikki	Silometopus reussi		LC (2019)		
sarvipalpikki	Sintula corniger		LC (2019)		
herttamasukki	Sisicus apertus		LC (2019)		
nauhatilkukki	Stemonyphantes lineatus		LC (2019)		
kenttämustakki	Styloctetor compar		LC (2019)		Styloctetor stativus (Simon, 1881)
niittyviirikki	Tallusia experta		LC (2019)		
lehtolatakki	Tapinocyba biscissa	Stable population	NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
metsälatakki	Tapinocyba insecta		LC (2019)		
sammallatakki	Tapinocyba pallens		LC (2019)		
pikkulatikki	Tapinocyboides pygmaeus		LC (2019)		
hammashuovakki	Tapinopa longidens		LC (2019)		
luhtaviiksikki	Taranucnus setosus		LC (2019)		
varjopoimukki	Tenuiphantes alacris		LC (2019)		
töyhtöpoimukki	Tenuiphantes cristatus		LC (2019)		
peltopoimukki	Tenuiphantes mengei		LC (2019)		
pensaspoimukki	Tenuiphantes nigriventris		LC (2019)		
maapoimukki	Tenuiphantes tenebricola		LC (2019)		
ankkuripoimukki	Tenuiphantes tenuis		LC (2019)		
lännenpoimukki	Tenuiphantes zimmermanni		DD (2019)		
muurahaiskeokki	Thyreosthenius biovatus		LC (2019)		
lahokeokki	Thyreosthenius parasiticus		LC (2019)		
töpöasekki	Tibioploides arcuatus		LC (2019)		
teräasekki	Tibioplus diversus		LC (2019)		
vuoritisokki	Tiso aestivus		LC (2019)		
samotisokki	Tiso vagans		LC (2019)		
leukanirhakki	Tmeticus affinis		LC (2019)		
rantakoprakki	Trichoncus hackmani		LC (2019)		
hietasorsakki	Trichopterna cito		LC (2019)		
puskusorsakki	Trichopternoides thorelli	Stable population	NT (2019)	Aapamire species – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	Trichopterna thorelli
pöllökki	Troxochrota scabra		LC (2019)		
karvapannakki	Troxochrus scabriculus		LC (2019)		
nummisolmikki	Typhochrestus digitatus		LC (2019)		
pohjantöpökki	Wabasso replicatus		LC (2019)		
mastosarvikki	Walckenaeria acuminata	Stable population	NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
töyhtösarvikki	Walckenaeria alticeps		LC (2019)		
sulkasarvikki	Walckenaeria antica		LC (2019)		
satulasarvikki	Walckenaeria atrotibialis		LC (2019)		
tuplasarvikki	Walckenaeria capito		LC (2019)		
nuijasarvikki	Walckenaeria clavicornis		NE (2019)		
lovisarvikki	Walckenaeria cucullata		LC (2019)		
suipposarvikki	Walckenaeria cuspidata		LC (2019)		
lattasarvikki	Walckenaeria dysderoides		LC (2019)		
haarusarvikki	Walckenaeria furcillata		LC (2019)		
kolkkasarvikki	Walckenaeria karpinskii		LC (2019)		
hanasarvikki	Walckenaeria kochi		LC (2019)		
kyhmysarvikki	Walckenaeria lepida		LC (2019)		
pallosarvikki	Walckenaeria mitrata		LC (2019)		
tupsusarvikki	Walckenaeria monoceros		LC (2019)		
pahkasarvikki	Walckenaeria nodosa		LC (2019)		
kohosarvikki	Walckenaeria nudipalpis		LC (2019)		
töpösarvikki	Walckenaeria obtusa		LC (2019)		
korpisarvikki	Walckenaeria picetorum		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
nystysarvikki	Walckenaeria unicornis		LC (2019)		
tasasarvikki	Walckenaeria vigilax		LC (2019)		
	Walckenaeria vilbasteae		NE (2019)		
pohjanveitsikki	Zornella cultrigera		LC (2019)		
ruskolyhdykki	Agroeca brunnea		LC (2019)		
kuparilyhdykki	Agroeca cuprea		NT (2019)		
rahkalyhdykki	Agroeca dentigera	Stable population	NT (2019)	Aapamire species – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
kangaslyhdykki	Agroeca proxima		LC (2019)		
lehtolyhdykki	Apostenus fuscus		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
raitalyhdykki	Liocranoeca striata		NA (2019)		
nummilyhdykki	Scotina gracilipes		LC (2019)		
rämelyhdykki	Scotina palliardii		LC (2019)		
louhipantrikki	Acantholycosa lignaria		LC (2019)		
rakkapantrikki	Acantholycosa norvegica		LC (2019)		
kangasleokki	Alopecosa aculeata		LC (2019)		
nummileokki	Alopecosa barbipes		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6)	
pohjeleokki	Alopecosa cuneata		LC (2019)		
hietaleokki	Alopecosa cursor		NA (2019)		
isoleokki	Alopecosa fabrilis		LC (2019)		
pilkkuleokki	Alopecosa inquilina		LC (2019)		
mäntyleokki	Alopecosa pinetorum		LC (2019)		
raitaleokki	Alopecosa pulverulenta		LC (2019)		
metsäleokki	Alopecosa taeniata		LC (2019)		
niittyleokki	Alopecosa trabalis		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
suo-otsokki	Arctosa alpigena		LC (2019)		
jättiotsokki	Arctosa cinerea		LC (2019)		
nummiotsokki	Arctosa figurata		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
rantaotsokki	Arctosa leopardus		LC (2019)		
dyyniotsokki	Arctosa perita		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
kärpäkki	Aulonia albimana		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
rumpalirevokki	Hygrolycosa rubrofasciata		LC (2019)		
peltosusikki	Pardosa agrestis		LC (2019)		
rantasusikki	Pardosa agricola		LC (2019)		
niittysusikki	Pardosa amentata		LC (2019)		
nokisusikki	Pardosa atrata		LC (2019)		
jäkäläsusikki	Pardosa eiseni		LC (2019)		
keltajalkasusikki	Pardosa fulvipes		LC (2019)		
pohjansusikki	Pardosa hyperborea		LC (2019)		
lapinsusikki	Pardosa lapponica		LC (2019)		
taigasusikki	Pardosa lasciva		LC (2019)		
kenttäsusikki	Pardosa lugubris		LC (2019)		
aapasusikki	Pardosa maisa		NT (2019)	Aapamire species – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
kalliosusikki	Pardosa monticola		LC (2019)		
kanervasusikki	Pardosa nigriceps		LC (2019)		
mustasusikki	Pardosa paludicola		LC (2019)		
suosusikki	Pardosa palustris		LC (2019)		
sulkasusikki	Pardosa plumipes		NT (2019)		
törmäsusikki	Pardosa prativaga		LC (2019)		
kosteikkosusikki	Pardosa pullata		LC (2019)		
ahosusikki	Pardosa riparia		LC (2019)		
paahdesusikki	Pardosa schenkeli		LC (2019)		
rahkasusikki	Pardosa sphagnicola		LC (2019)		
lampirosvokki	Pirata piraticus		LC (2019)		
isorosvokki	Pirata piscatorius		LC (2019)		
suorosvokki	Piratula uliginosa		LC (2019)		Pirata uliginosus
luhtarosvokki	Piratula hygrophila		LC (2019)		Pirata hygrophilus
pikkurosvokki	Piratula insularis		LC (2019)		Pirata insularis
peltokarhukki	Trochosa ruricola		LC (2019)		
suokarhukki	Trochosa spinipalpis		LC (2019)		
maakarhukki	Trochosa terricola		LC (2019)		
hietahukakki	Xerolycosa miniata		LC (2019)		
nummihukakki	Xerolycosa nemoralis		LC (2019)		
soikkopedokki	Ero cambridgei		LC (2019)		
pallopedokki	Ero furcata		LC (2019)		
kyhmypedokki	Ero tuberculata		NA (2019)		
luhtaodakki	Zora armillata		LC (2019)		
lehto-odakki	Zora nemoralis		LC (2019)		
lapinodakki	Zora palmgreni		NT (2019)		Zora nemoralis palmgreni
letto-odakki	Zora parallela		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
metsäodakki	Zora silvestris		LC (2019)		
kangasodakki	Zora spinimana		LC (2019)		
euroluolakki	Nesticus cellulanus		LC (2019)		
hyrrätalokki	Oecobius navus		NA (2019)		
ilvespompukki	Oxyopes ramosus		LC (2019)		
kultanopsakki	Philodromus aureolus		LC (2019)		
jokanopsakki	Philodromus cespitum		LC (2019)		
viirunopsakki	Philodromus collinus		LC (2019)		
harmonopsakki	Philodromus emarginatus		LC (2019)		
havunopsakki	Philodromus fuscomarginatus		LC (2019)		
tuohinopsakki	Philodromus margaritatus		LC (2019)		
jäkälänopsakki	Philodromus poecilus		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
tunturitanakki	Thanatus arcticus	Stable population	NT (2019)		
hietatanakki	Thanatus arenarius		NE (2019)		
sukkulatanakki	Thanatus formicinus		LC (2019)		
raitatanakki	Thanatus striatus		LC (2019)		
rantakorsikki	Tibellus maritimus		LC (2019)		
viirukorsikki	Tibellus oblongus		LC (2019)		
hietanopsakki	Rhysodromus fallax		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	Philodromus fallax Sundevall, 1833
kanervanopsakki	Rhysodromus histrio		LC (2019)		Philodromus histrio (Latreille, 1819)
isovaaksikki	Pholcus phalangioides		NA (2019)		
sinivaaksikki	Psilochorus simoni		NA (2019)		
lapiomaurikki	Phrurolithus festivus		LC (2019)		
raitarannakki	Dolomedes fimbriatus		LC (2019)		
isorannakki	Dolomedes plantarius		LC (2019)		
kanervakiidokki	Pisaura mirabilis		LC (2019)		
merkkihypykki	Aelurillus v-insignitus		LC (2019)		
rahkatäplähypykki	Attulus caricis		LC (2019)		Sitticus caricis (Westring, 1861); Sittiflor caricis (Westring, 1861)
dyynitäplähypykki	Attulus distinguendus		NT (2019)		Sitticus distinguendus (Simon, 1868)
ruokotäplähypykki	Attulus floricola		LC (2019)		Sitticus floricola (C. L. Koch, 1837); Sittiflor floricola (C. L. Koch, 1837)
karvatäplähypykki	Attulus pubescens		LC (2019)		Sitticus pubescens (Fabricius, 1775)
hietatäplähypykki	Attulus saltator		LC (2019)		Sitticus saltator (O. P.-Cambridge, 1868)
seinätäplähypykki	Attulus terebratus		LC (2019)		Sitticus terebratus (Clerck, 1757)
soratäplähypykki	Attulus zimmermanni		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	Sitticus zimmermanni (Simon, 1877); Sittiflor zimmermanni (Simon, 1877)
keihäsmäntyhypykki	Dendryphantes hastatus		LC (2019)		
nauhamäntyhypykki	Dendryphantes rudis		LC (2019)		
viiksihypykki	Euophrys frontalis		LC (2019)		
sankasirppihypykki	Evarcha arcuata		LC (2019)		
kangassirppihypykki	Evarcha falcata		LC (2019)		
suosirppihypykki	Evarcha laetabunda		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
pronssikiiltohypykki	Heliophanus aeneus		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
kultakiiltohypykki	Heliophanus auratus		LC (2019)		
rämekiiltohypykki	Heliophanus camtschadalicus		LC (2019)		
kuparikiiltohypykki	Heliophanus cupreus		LC (2019)		
laikkukiiltohypykki	Heliophanus dubius		LC (2019)		
ketokiiltohypykki	Heliophanus flavipes		LC (2019)		
ruokohypykki	Marpissa radiata		LC (2019)		
muurahaishypykki	Myrmarachne formicaria		LC (2019)		
paahdepikkuhypykki	Neon levis		LC (2019)		
karikepikkuhypykki	Neon reticulatus		LC (2019)		
paasipikkuhypykki	Neon robustus		NT (2019)		
rahkapikkuhypykki	Neon valentulus		LC (2019)		
pohjanhypykki	Pellenes lapponicus		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
ristihypykki	Pellenes tripunctatus		NT (2019)		
raitahypykki	Phlegra fasciata		LC (2019)		
runkohypykki	Pseudeuophrys erratica		LC (2019)		
luotohypykki	Pseudicius encarpatus		NT (2019)		
runkoseeprahypykki	Salticus cingulatus		LC (2019)		
kiviseeprahypykki	Salticus scenicus		LC (2019)		
muskelihypykki	Sibianor larae		LC (2019)		
viholaishypykki	Synageles venator		LC (2019)		
linssijäkälähypykki	Talavera aequipes		LC (2019)		
paahdejäkälähypykki	Talavera esyunini		LC (2019)		
suojäkälähypykki	Talavera parvistyla		LC (2019)		
kinnasjäkälähypykki	Talavera petrensis		LC (2019)		
ketojäkälähypykki	Talavera thorelli		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
tunturitäplähypykki	Sittisax ranieri		LC (2019)		Sitticus ranieri (Peckham & Peckham, 1909); Attulus ranieri (Peckham & Peckham, 1909)
pahtatorvikki	Segestria senoculata		LC (2019)		
museoruskokki	Loxosceles laeta	Import	NA (2019)		
viherjahdikki	Micrommata virescens		LC (2019)		
luola-aukokki	Meta menardi		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
kevätaukokki	Metellina mengei		LC (2019)		
onkaloaukokki	Metellina merianae		LC (2019)		
syysaukokki	Metellina segmentata		LC (2019)		
rantaleuakki	Pachygnatha clercki		LC (2019)		
niittyleuakki	Pachygnatha degeeri		LC (2019)		
metsäleuakki	Pachygnatha listeri		LC (2019)		
luhtasauvakki	Tetragnatha dearmata		LC (2019)		
rantasauvakki	Tetragnatha extensa		LC (2019)		
etelänsauvakki	Tetragnatha montana		LC (2019)		
tummasauvakki	Tetragnatha nigrita		LC (2019)		
tylppäsauvakki	Tetragnatha obtusa		LC (2019)		
havusauvakki	Tetragnatha pinicola		LC (2019)		
raitasauvakki	Tetragnatha striata		LC (2019)		
kangaspavukki	Asagena phalerata		LC (2019)		Steatoda phalerata
kuusipallokki	Canalidion montanum		LC (2019)		Theridion montanum
täplänupikki	Crustulina guttata		LC (2019)		
kivikkonupikki	Crustulina sticta		NT (2019)		
törmäpisarakki	Cryptachaea riparia		LC (2019)		Achaearanea riparia
	Dipoena erythropus		NE (2019)		
metsämurkukki	Dipoena torva		LC (2019)		
valkohelmikki	Enoplognatha ovata		LC (2019)		
tummahelmikki	Enoplognatha thoracica		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
kulmalangakki	Episinus angulatus		LC (2019)		
täpläköytökki	Euryopis flavomaculata		LC (2019)		
töpököytökki	Euryopis laeta		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
sukkamurkukki	Lasaeola coracina		NE (2019)		Dipoena coracina
nokkamurkukki	Lasaeola prona		LC (2019)		Dipoena prona
mustamurkukki	Lasaeola tristis		LC (2019)		
nauhapallokki	Neottiura bimaculata		LC (2019)		
havupallokki	Ohlertidion ohlerti		LC (2019)		Theridion ohlerti; Achaearanea ohlerti
kalvaspallokki	Paidiscura pallens		LC (2019)		
loistopisarakki	Parasteatoda lunata		LC (2019)		Achaearanea lunata
vaaleapisarakki	Parasteatoda simulans		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	Achaearanea simulans
ansaripisarakki	Parasteatoda tepidariorum		NA (2019)		Achaearanea tepidariorum
haarnikki	Pholcomma gibbum		LC (2019)		
okamurkukki	Phycosoma inornatum		NT (2019)		
viirupallokki	Phylloneta impressa		LC (2019)		Theridion impressum
naamiopallokki	Phylloneta sisyphia		LC (2019)		Theridion sisyphium
kirjopallokki	Platnickina tincta		LC (2019)		Keijia tincta (Walckenaer, 1802)
suoroopekki	Robertus arundineti		LC (2019)		
metsäroopekki	Robertus lividus		LC (2019)		
pohjanroopekki	Robertus lyrifer		LC (2019)		
laideroopekki	Robertus neglectus		LC (2019)		
mätäsroopekki	Robertus scoticus		LC (2019)		
rahkaroopekki	Robertus ungulatus		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
louhipallokki	Rugathodes bellicosus		LC (2019)		
luhtapallokki	Rugathodes instabilis		NA (2019)		
kanervapallokki	Simitidion simile		LC (2019)		
täpläpavukki	Steatoda albomaculata		LC (2019)		
pilkkupavukki	Steatoda bipunctata		LC (2019)		
ruskopavukki	Steatoda castanea	Import	NA (2019)		
isopavukki	Steatoda grossa	Import	NA (2019)		
pikkumaahikki	Theonoe minutissima		LC (2019)		
tummapallokki	Theridion melanurum		NE (2019)		
hämypallokki	Theridion mystaceum		LC (2019)		
keihäspallokki	Theridion pictum		LC (2019)		
mäntypallokki	Theridion pinastri		LC (2019)		
harmopallokki	Theridion varians		LC (2019)		
kaunopallokki	Thymoites bellissimus		LC (2019)		
taigapallokki	Yunohamella palmgreni		LC (2019)		Theridion palmgreni Marusik & Cellarius, 1986
viitapallokki	Yunohamella serpatusa				Theridion tigrae Esyunin & Efimik, 1996
lattaravukki	Coriarachne depressa		LC (2019)		
viherravukki	Diaea dorsata		LC (2019)		
kukkaravukki	Misumena vatia		LC (2019)		
tundraravukki	Ozyptila arctica		LC (2019)		
sammalravukki	Ozyptila atomaria		LC (2019)		
kosteikkoravukki	Ozyptila brevipes		LC (2019)		
nuijaravukki	Ozyptila claveata	Irregular vagrant	NA (2019)		
lettoravukki	Ozyptila gertschi		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); Aapamire species – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
niittyravukki	Ozyptila praticola		LC (2019)		
paahderavukki	Ozyptila scabricula		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
ruohoravukki	Ozyptila trux		LC (2019)		
meriravukki	Ozyptila westringi		NT (2019)		
tummaravukki	Xysticus acerbus		NE (2019)		
kaksosravukki	Xysticus audax		LC (2019)		
raitaravukki	Xysticus bifasciatus		LC (2019)		
sararavukki	Xysticus chippewa		NA (2019)		
samoravukki	Xysticus cristatus		LC (2019)		
kangasravukki	Xysticus erraticus		LC (2019)		
soraravukki	Xysticus kochi		LC (2019)		
punaravukki	Xysticus lanio		LC (2019)		
luhtaravukki	Xysticus lineatus		LC (2019)		
lehtoravukki	Xysticus luctator		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
metsäravukki	Xysticus luctuosus		LC (2019)		
havuravukki	Xysticus obscurus		LC (2019)		
suoravukki	Xysticus ulmi		LC (2019)		
jokiravukki	Xysticus viduus		VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
tunturiravukki	Psammitis albidus		LC (2019)		Xysticus albidus Grese, 1909
hietaravukki	Psammitis sabulosus		LC (2019)		Xysticus sabulosus (Hahn, 1832)
lumilouhikki	Titanoeca nivalis		NT (2019)		
paahdelouhikki	Titanoeca spominima		NT (2019)		Titanoeca psammophila
sektorikki	Hyptiotes paradoxus		NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
ansarikolmikki	Uloborus plumipes	Import	NA (2019)		
täplälukki	Nemastoma lugubre	Stable population	LC (2019)		
	Mitostoma chrysomelas	Not established	NA (2019)		
okalukki	Lacinius dentiger	Not established	NA (2019)		
atrainlukki	Lacinius ephippiatus	Stable population	LC (2019)		
siililukki	Lacinius horridus	Stable population	NT (2019)		
piikkilukki	Lophopilio palpinalis	Stable population	LC (2019)		
metsälukki	Mitopus morio	Stable population	LC (2019)		
havulukki	Oligolophus hanseni	Stable population	LC (2019)		
lehtolukki	Oligolophus tridens	Stable population	LC (2019)		
keisarilukki	Opilio canestrinii	Anthropogenic	NA (2019)		
muurilukki	Opilio parietinus	Stable population	LC (2019)		
paahdelukki	Opilio saxatilis	Not established	NA (2019)		
keijulukki	Opilio dinaricus	Not established	NA (2019)		
seinälukki	Phalangium opilio	Stable population	LC (2019)		
luhtalukki	Rilaena triangularis	Stable population	LC (2019)		
rauniolukki	Leiobunum gracile	Stable population	LC (2019)		Leiobunum tisciae Avram, 1968
rannikkolukki	Nelima gothica	Stable population	NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
